user,pre_avg_nec_time,pre_norm_avg_nec_time,pre_std_nec_time,pre_norm_std_nec_time,pre_link_choice_clicked,pre_narrative_element_change,pre_link_choice_ratio
39cc373c-5d57-469e-8a19-b56a9d1bd009,48.68,0.647,18.539,0.457,5,6,0.833
3b3b1989-185b-42b2-bb96-ed60d0eeecb0,51.928,0.739,15.787,0.389,7,6,1.167
4cf76412-2f1e-4b15-9641-a574e830d37a,57.426,0.804,11.946,0.402,4,6,0.667
bc0e82bd-d76d-484a-8b17-a1b1413ebd14,54.303,0.759,13.713,0.391,17,6,2.833
adc35c93-3292-4a05-852a-30b3ae351375,56.312,0.777,11.697,0.391,5,6,0.833
60af9f3a-ffd8-4b5d-b7b2-3be3a0f001e5,58.369,0.778,11.225,0.398,5,6,0.833
9d14ef13-ea40-46dc-bb70-dc8957d924f8,56.551,0.767,12.948,0.4,8,6,1.333
3e28502d-b683-4283-a502-9f327db0edb2,51.908,0.743,15.933,0.389,6,6,1.0
cdffa22b-93f3-4bf3-a910-9982ef5831f5,56.003,0.764,20.335,0.398,6,6,1.0
86692ee0-5ae8-4f45-bb00-8dfdbe1c0b5c,57.156,0.776,11.802,0.396,19,6,3.167
9429b295-183a-4e1c-8239-0a7f22558bca,54.762,0.754,14.445,0.4,13,6,2.167
d3a74bfe-2105-4519-b9cb-b2910f7fa2f4,66.509,0.919,11.042,0.483,11,6,1.833
b03504e9-f722-4d23-8d34-8662c82c44f3,54.042,0.759,15.102,0.398,12,6,2.0
2318da89-e36a-4cf1-8177-1995eb96ca40,56.569,0.775,13.961,0.406,20,6,3.333
9fa74d25-9bb6-42d1-861d-f7932a96ad40,54.265,0.753,13.855,0.391,5,6,0.833
057e9ce4-6922-43c4-a16d-0a809d966a19,58.329,0.796,20.496,0.439,9,10,0.9
70d3a1ec-5456-4213-a425-84b78abebbd8,81.772,0.753,49.466,0.393,5,6,0.833
e8a560e6-7131-4381-b761-c2f472b00b8e,52.418,0.746,15.32,0.389,6,6,1.0
00c1d688-4050-425a-8159-130a8db46835,82.895,1.186,39.808,0.262,10,4,2.5
d2cf88f7-2f9a-4e12-a7a9-1099bb2a06fa,59.587,0.777,15.636,0.392,7,6,1.167
96cad42c-38a4-446d-bf6a-1acdf431f581,54.657,0.758,14.2,0.396,6,6,1.0
c4ab63b1-0f4a-467c-8c7e-ebfe567e0a92,53.208,0.738,14.418,0.389,6,6,1.0
1818d2ba-1a3d-4c88-a8ca-1f5e7b1a496b,65.846,0.801,16.936,0.4,3,6,0.5
24f5ef1c-1393-4853-98c6-e2f04e0e35cd,29.15,0.395,12.877,0.347,7,6,1.167
a9814f90-2aa1-4d53-b3bc-377931a205f1,112.578,1.791,115.572,2.112,4,6,0.667
90fff1c1-9db0-440c-ab15-3736a34fe4d6,59.243,0.802,9.666,0.401,4,6,0.667
aa5bbaca-a6f4-4e77-a04b-c461547cee01,16.406,0.21,4.988,0.117,20,6,3.333
e4bb3318-ae4d-491f-b5e2-cb485e02fcf3,64.507,0.788,15.237,0.402,7,6,1.167
92e3a83e-eb7f-448c-9d24-2ace3ce5e99f,57.602,0.788,12.985,0.409,7,6,1.167
90c1ed4a-f8b1-4852-b506-cb40fe7b0313,55.837,0.805,13.687,0.402,4,6,0.667
ed3e5098-3b26-4bff-83fd-977f31d61f42,110.901,0.801,92.794,0.401,5,6,0.833
fec5fb5f-88f4-4228-a9d1-3c485dbd270d,62.407,0.762,15.084,0.389,5,6,0.833
06527798-d3b9-4159-8842-21a772a93922,43.099,0.601,12.505,0.403,19,6,3.167
4be83edc-62d0-4a17-960d-85379f96444e,57.791,0.764,7.022,0.386,32,6,5.333
b553bd4f-6c88-4c70-aa90-c3214d40898c,31.322,0.374,13.894,0.244,11,6,1.833
38f56cba-32ea-4ce4-8f5c-dae6f8714a81,52.762,0.748,15.315,0.391,5,6,0.833
d924fee9-41a4-4714-a02a-67e2b6a04e7c,64.602,0.77,13.772,0.391,4,6,0.667
8c2d7cc3-7737-4f7a-9110-bd7fb2d8ebcf,219.03,0.767,304.772,0.391,4,6,0.667
c016a5c3-2261-445e-92a0-bd50549796a5,86.638,0.756,58.539,0.389,5,6,0.833
51214fc2-8c2c-4c9a-a3db-8e4058312885,60.729,0.776,18.648,0.397,5,6,0.833
f89dbd89-74db-43a6-b7ec-ab2d9a41a53d,41.1,0.49,24.386,0.404,5,6,0.833
9317e9fc-7e20-411d-90ef-a20a73658117,59.598,0.805,9.635,0.403,4,6,0.667
62c16519-b37c-4d94-a6dc-a4aad7896dbf,50.738,0.726,26.18,0.472,6,8,0.75
a31c7410-b8f5-4201-acfd-6c475dfb82e0,56.734,0.774,11.382,0.391,21,6,3.5
aa7e00c7-2d64-47f8-99c8-4c66608eab6f,35.518,0.39,26.681,0.345,3,6,0.5
2fdd6475-4680-49f1-bd43-b48114672774,61.128,0.917,17.485,0.508,10,6,1.667
9e04b28f-6893-4460-a710-70475ec9455e,54.559,0.768,14.491,0.397,11,6,1.833
5b4bb793-e090-4271-8ce7-2eaf9a43494c,64.867,0.748,17.4,0.389,7,6,1.167
b5ad921e-2e21-4472-b266-7b677564dc43,61.477,0.799,15.586,0.404,3,6,0.5
498c3ee2-7cdf-45be-ac2a-ddacff596f20,68.039,0.917,22.707,0.594,5,6,0.833
caf96f16-11ce-4ad3-9aa0-055e7a105cae,75.373,1.09,40.335,0.852,9,6,1.5
f54e0c34-27d7-4d43-9830-bd08fb6bb149,55.414,0.789,14.446,0.402,5,6,0.833
200c9180-a6ee-48b3-b6df-57b37770a31a,52.686,0.74,14.873,0.388,5,6,0.833
e55ff70f-8edf-467b-bc00-b1d807401203,56.736,0.775,13.529,0.404,6,6,1.0
a51a971f-16fc-4525-a4c6-d40d75a37342,55.04,0.746,12.91,0.39,5,6,0.833
8cd4e345-d484-453c-a765-935046db2314,57.677,0.757,12.473,0.397,5,6,0.833
52fceaa0-4265-4f6c-b1fe-f052e1286361,52.072,0.742,15.75,0.39,5,6,0.833
ae916fd7-d0bb-4fd0-969a-a786257dc3b8,49.958,0.682,18.872,0.418,14,6,2.333
2c3de92b-cacb-4162-9585-0365caff5d3c,46.119,0.614,19.65,0.382,5,6,0.833
e3f2aa89-c1b2-42be-b55d-5f5248c63569,64.28,0.833,13.063,0.441,5,6,0.833
8a4ecd61-a1db-4797-aa67-af51378881fa,58.151,0.768,13.8,0.402,5,6,0.833
ee687ea8-7147-4b65-8711-c80604938691,55.172,0.779,15.884,0.406,18,6,3.0
1358213b-16b5-4c3f-8c17-74d877ac4da8,63.079,0.753,16.724,0.39,10,6,1.667
7fe06039-83c8-473d-9334-847b460dadac,59.786,0.864,20.899,0.507,5,6,0.833
c7ef47c2-d60c-4c20-8ce5-6d44eab09f27,53.758,0.764,15.794,0.401,6,6,1.0
c0c8913c-98c0-419f-b979-7aaebec52539,45.486,0.612,13.763,0.414,30,6,5.0
d73359ac-3a36-477a-b3ec-fe0846aa63f6,53.441,0.739,14.172,0.388,6,6,1.0
6717dbc7-3acf-442b-97f4-aca7d548aa29,54.705,0.769,13.176,0.39,5,6,0.833
d1394661-03c2-4155-9919-4ec3a04d05d2,54.128,0.752,14.042,0.39,10,6,1.667
3f9015b3-98b7-43b9-9ba1-d1ce214a015d,52.845,0.756,15.593,0.391,15,6,2.5
ec05578a-cc96-4ff6-9590-2baff4be17ec,46.068,0.612,19.24,0.392,10,6,1.667
05b92769-643e-496b-ab89-d7650d837325,54.257,0.68,22.239,0.427,5,6,0.833
cf28cd9e-bd53-4019-bd51-5ebb57b4e438,51.375,0.744,16.51,0.388,8,6,1.333
0543e54b-ad70-410b-9cb5-082bebfba5be,52.115,0.742,15.716,0.39,5,6,0.833
d5216fc8-5d75-4b2a-bd4a-03a1dd0edbee,31.055,0.394,14.621,0.342,5,6,0.833
85b4caa8-e6f0-4aed-a92f-22bc655cdf5c,59.382,0.76,18.854,0.387,5,6,0.833
8754fbf6-c3be-408e-8998-1fdafdcbf2f6,56.575,0.801,12.255,0.401,4,6,0.667
792f1e26-217a-4a85-9ffe-bb34cd20a51a,56.222,0.778,15.105,0.41,9,6,1.5
2362e550-7bc9-4378-8674-c09ab2006735,55.042,0.772,13.599,0.394,5,6,0.833
b9a84f9a-7680-48e4-b7f4-052cb552f90c,1300.821,0.949,2435.905,0.632,6,6,1.0
d12601e5-9178-44ee-9b51-dc7fb026e55b,56.814,0.755,11.821,0.391,6,6,1.0
8ef4477a-e702-4d4b-9865-39c28d20b3d4,52.569,0.744,15.39,0.392,6,6,1.0
dcdd3d34-5ea4-45a9-a741-15e94a3665fe,54.679,0.762,14.201,0.396,8,6,1.333
b5f4d2fa-64e6-4613-a28b-90289ca39869,56.33,0.748,12.733,0.393,5,6,0.833
bb03177a-cb29-4c01-a69b-22be0f9269b9,82.624,1.041,68.328,0.794,11,6,1.833
f1e32360-e63f-43e8-8dee-ed2cd6105877,63.045,0.781,16.113,0.398,5,6,0.833
a36c9667-70dc-425b-8325-2553de72935f,30.911,0.376,16.806,0.37,2,6,0.333
bb3bdb24-83ec-48d5-8658-7c2aa5ceb818,66.349,0.805,15.587,0.41,5,6,0.833
c8faca1f-e2df-4cf8-8246-72743d548385,55.575,0.752,18.852,0.387,7,6,1.167
a1936857-89fa-48a4-9502-8da476cca761,58.487,0.813,11.126,0.407,4,6,0.667
a593a38f-fca4-46c0-8c25-9ad91e449f5c,53.795,0.744,13.921,0.39,5,6,0.833
a7176360-db14-4487-8e0a-18e4da10e5ad,62.832,0.784,17.081,0.398,11,6,1.833
fc5f2ef1-7184-4138-a29b-e78c31e4256f,59.737,0.802,16.805,0.401,1,6,0.167
cf2fba20-b47e-43b6-92b5-e83a45181e9f,52.415,0.743,15.474,0.39,6,6,1.0
a3219b1e-04c7-461c-b41a-f6b4fc827319,52.261,0.747,15.672,0.39,5,6,0.833
cf37b95d-6616-4893-87a8-c5e471932e39,145.514,2.558,181.738,3.632,4,6,0.667
b3449929-4226-4af4-83f4-ae1dcb137c63,54.85,0.745,13.092,0.39,5,6,0.833
01d11ca5-d7ac-4cca-89b7-4b40dbaf275e,55.698,0.807,15.031,0.404,7,6,1.167
414f1ce1-d1d9-4eb6-a01c-df6a9f9eaf85,52.144,0.743,15.701,0.389,6,6,1.0
6d0d1076-fc16-4a4e-8362-13ef092b0506,27.906,0.402,5.686,0.207,27,6,4.5
2c9511a0-3c54-4579-b635-1305d8fffbfb,54.233,0.763,15.62,0.395,22,6,3.667
11eeecb8-3e79-4567-9e7d-aa43eb667a4b,71.392,0.81,22.22,0.419,5,6,0.833
94a0b611-b756-4fad-90ce-17daf6f6ffa2,58.287,0.745,13.019,0.389,17,6,2.833
d6c9a96d-db96-467c-bb9e-711946dac91e,54.025,0.755,13.716,0.389,5,6,0.833
106214b8-a627-4c1f-97c0-dbb810460539,60.598,0.767,17.884,0.391,5,6,0.833
ac298c13-a92c-49b3-998e-36a91d1cd505,69.4,0.768,14.719,0.393,4,6,0.667
f01f7de1-c741-443f-97c2-84ce6d6b9492,56.919,0.801,11.85,0.401,4,6,0.667
818a0901-3e9c-449c-a1ea-eb22936d3eed,48.506,0.593,28.69,0.475,3,6,0.5
8933255a-64a8-4844-a763-ef0f251b8a03,52.572,0.747,15.244,0.389,7,6,1.167
fc579951-6f51-47ef-a639-800bc6c9f4ad,55.977,0.76,13.253,0.397,6,6,1.0
da73c2a2-75c2-479c-9f32-7ba151c564e6,26.02,0.308,8.376,0.177,5,6,0.833
3297d520-c8be-4efb-ab18-aa3dacb52b61,63.287,0.882,18.279,0.475,7,6,1.167
df28aa19-7f93-4dfb-860a-5321bef3cd27,55.692,0.804,14.429,0.402,5,6,0.833
e8595be3-3373-4926-b10c-0763628cf5f3,58.016,0.719,16.694,0.396,8,6,1.333
987cc279-f91a-4503-92c2-923b94451326,54.332,0.758,13.686,0.39,7,6,1.167
8c664293-8c31-4aa6-9fee-07d92127a11c,55.191,0.77,14.667,0.401,6,6,1.0
d80013a4-7be2-44bc-9987-040d21317df8,64.65,0.779,14.376,0.398,6,6,1.0
dd851800-b1c6-4e5a-9139-2f5bb4542178,58.524,0.801,10.153,0.401,4,6,0.667
1bc8edb4-a718-4d3d-b1d1-0ae4a80fea49,64.344,0.808,17.388,0.41,4,6,0.667
8cb6a467-9326-48c2-abbd-260358b31d58,54.715,0.755,13.255,0.389,23,6,3.833
94188b99-3563-4f55-866e-18f12706fb19,57.362,0.825,13.572,0.413,24,6,4.0
931e93ac-5559-4bdb-be00-08e956d31fbc,68.895,0.764,24.674,0.394,7,6,1.167
1fe7c9b4-bc72-49ac-971f-14bdd8a22bed,48.154,0.636,17.518,0.384,10,6,1.667
986f014c-df56-497c-82cb-d22923479d48,54.881,0.75,12.944,0.39,7,6,1.167
db8aeb58-14df-4c66-b065-8675a157d170,55.558,0.778,13.106,0.395,55,6,9.167
12775d4e-db66-4d96-ae75-f711d46cd2c7,58.354,0.765,12.882,0.41,7,6,1.167
9179208b-0eae-4f12-8b8f-8b075fe59f61,53.466,0.765,16.002,0.399,9,6,1.5
1b5bfa5b-6947-4eaa-9919-e7a3c6aea929,46.869,0.557,24.297,0.395,10,6,1.667
dfaef781-652c-4902-b53c-4b773418cd1b,54.707,0.755,12.964,0.388,5,6,0.833
fb0e49c9-4db2-421d-998c-0c8dd30770f3,51.672,0.742,15.977,0.387,9,6,1.5
040b94b3-3519-4eab-9838-f4b694508bff,54.916,0.746,13.177,0.389,6,6,1.0
f10f1f0a-06ad-41ba-a097-437e21d7ee2b,52.315,0.745,15.372,0.388,13,6,2.167
1e0350b5-c895-41f1-95ba-93818686185e,73.158,1.101,45.896,0.917,15,6,2.5
85765355-f4db-4774-9333-2bc1853442a2,57.289,0.766,18.043,0.393,5,6,0.833
6d13b0ab-30d7-4430-bf60-bc68b45fb4f9,53.195,0.745,14.519,0.389,5,6,0.833
20e86f57-9d05-473c-9374-b4b952555182,68.859,0.802,14.655,0.401,5,6,0.833
d7949eaa-d38f-492f-946a-29a0434a5824,62.557,0.776,16.667,0.394,6,6,1.0
5eca1cfa-0dff-4f50-aa41-5e076fac6ab0,56.039,0.789,12.548,0.396,10,6,1.667
dee281a6-ed25-49e9-a8ac-b57370a7a4b2,71.624,0.94,19.999,0.491,5,6,0.833
c96ef22d-1095-4241-91ea-7449a1f16dfe,53.385,0.76,15.739,0.397,10,6,1.667
a0065461-c77c-437b-93c1-7d62eb017723,52.039,0.74,15.646,0.389,16,6,2.667
0423a8d7-fe0e-4016-b8b0-0787f04d958f,53.755,0.743,13.846,0.388,5,6,0.833
b332b9d4-e795-4380-b81e-5994b4edb0b0,55.054,0.768,14.504,0.402,9,6,1.5
97233335-d14e-46e9-be6b-6bbe4a71fb95,31.753,0.397,14.56,0.332,9,6,1.5
adb6986d-a805-4528-9b91-0bfc914b9884,52.339,0.745,15.327,0.388,7,6,1.167
b5c1bf9a-86c7-4e78-9474-b26057222efd,57.146,0.805,12.413,0.402,5,6,0.833
72f5265c-08df-4dff-959d-3a0d2eda102d,53.592,0.772,15.523,0.392,10,6,1.667
99aacb84-62ad-4f0c-945d-f6fd28a9c0f2,60.569,0.764,17.725,0.388,7,6,1.167
af642998-b5f5-4926-8c7d-b792c9ee54bd,84.403,0.763,38.146,0.389,5,6,0.833
8b90625b-95b2-4648-b478-b96e1ba55f90,58.804,0.662,21.157,0.426,7,6,1.167
6225a324-6c2e-4c80-8160-525d5c93d65a,25.166,0.354,13.457,0.215,9,6,1.5
7af0db5f-cce0-4dc9-92ac-b72c8642f485,58.389,0.767,11.682,0.396,6,6,1.0
b76300ed-8310-4657-aa82-a64c81d039ac,55.757,0.772,14.026,0.403,50,6,8.333
e25b484e-4cf3-4379-82e4-82a7715d9d40,52.174,0.752,16.5,0.395,14,6,2.333
f684ab11-69c7-4d8c-be19-c34dcf91d716,60.005,0.805,11.333,0.41,11,6,1.833
b86bbced-3e7b-415e-8fec-bd162f5b87bf,52.083,0.747,15.817,0.389,5,6,0.833
35defc88-fcf6-4346-9462-d3da5ec046f5,62.13,0.761,15.396,0.389,18,6,3.0
5a4c8c41-36f4-4369-a7e9-89eb3b6103ee,57.222,0.748,12.352,0.392,6,6,1.0
d1d4fce1-4853-4121-9e23-ee6e083fa85f,53.619,0.747,14.066,0.389,5,6,0.833
df078388-7974-4154-85ca-43db45771ba5,51.608,0.744,16.394,0.39,13,6,2.167
f52726ee-c934-46d1-b5d6-eca810a39916,56.151,0.767,12.875,0.395,6,6,1.0
19b25809-2597-4091-a7e7-cc047198269f,55.947,0.746,12.335,0.389,7,6,1.167
7c13106b-d5d7-4dc7-95bf-7d38fe2ef466,53.539,0.755,15.25,0.397,12,6,2.0
9951843d-35c8-4443-a921-4ed4c804f655,53.8,0.753,14.409,0.392,5,6,0.833
ebc8c86f-632b-4bdb-a936-cc0a1693caed,53.509,0.746,14.203,0.389,5,6,0.833
1dec8a9e-1979-4d60-a3d0-3b3df5c42725,71.455,1.043,31.928,0.818,5,6,0.833
c6944ac9-20e7-436b-b752-173510f5471d,62.858,0.77,15.631,0.391,7,6,1.167
3231c526-fbcf-4c4c-901b-3ca5a8334bc6,54.864,0.751,13.466,0.393,24,6,4.0
4d866de4-a611-4195-86e7-679dc5af7df9,89.815,0.658,94.861,0.406,6,10,0.6
45c2fac5-7e10-46f1-a6df-7e61924676dd,63.438,0.802,15.565,0.421,8,6,1.333
89782e34-426f-4a55-a130-68679ef4d6ff,55.322,0.78,15.363,0.406,8,6,1.333
9c154403-10fd-4e17-b36e-029e1a67a70f,66.736,1.02,34.308,0.705,7,6,1.167
54223b7d-93e6-4c95-8130-f52d2b0bf6e9,52.892,0.751,14.892,0.389,8,6,1.333
e5ad5b42-67f9-491c-90cf-c45c02ff715c,55.803,0.756,13.211,0.395,8,6,1.333
b7610ce3-0876-4f45-b302-96f3bf33f431,50.032,0.754,20.013,0.396,9,6,1.5
0b732e15-d3ef-4a45-a244-5aa284d4eee0,55.646,0.78,13.726,0.399,7,6,1.167
3283b597-4471-4fcb-abff-a49b2e07dcea,87.662,1.325,57.807,1.316,5,6,0.833
0e26f802-1c7e-4f34-bf47-b46639ad7b2c,48.111,0.669,17.054,0.375,5,6,0.833
ad6e60ea-bb2b-4e70-9e64-d6206d2786d6,63.553,0.771,15.384,0.391,6,6,1.0
7e2cccd2-a727-4d34-ae05-262ba8207fab,59.481,0.776,11.627,0.396,8,6,1.333
c65ec305-909a-4256-a6f4-bc51b213eef7,61.962,0.778,17.357,0.397,6,6,1.0
c078c157-e757-4d78-a1f9-0ac87a082af8,56.496,0.766,13.073,0.4,5,6,0.833
7e4be5b3-a0c4-4338-9d91-2ab51d4cbab9,59.411,0.72,17.002,0.373,5,6,0.833
c945acfd-ae13-4ec7-acf8-d600abae36ce,52.933,0.756,14.836,0.388,11,6,1.833
61a7bf1b-7e15-4726-ab86-e58e6c19f112,53.748,0.755,14.891,0.395,5,6,0.833
9294df09-ab3f-40bc-ad12-ba3696a3f7f8,60.076,0.802,9.343,0.401,4,6,0.667
9997d5a3-9a05-4ae6-88eb-e4ca41435584,31.302,0.36,13.604,0.205,5,6,0.833
0930e838-3661-4dd2-9da7-38a76d7f77c7,60.959,0.764,13.792,0.4,4,6,0.667
aa1c35cb-e20d-461f-9541-dd781547e7f2,30.591,0.343,8.496,0.215,7,6,1.167
915aeba3-d4c4-4d3b-b9bb-4a7686803083,51.466,0.738,16.196,0.388,6,6,1.0
9d5186da-17b0-4916-a71a-78832240e189,63.901,0.828,20.82,0.434,9,6,1.5
f74c994c-a66d-447b-908e-da0685091508,57.9,0.812,11.697,0.407,13,6,2.167
f537dad6-fe45-459f-a569-1e1489ed8baf,61.128,0.774,18.007,0.394,9,6,1.5
250de09e-d796-468f-8b44-f58dcc1bd072,50.854,0.746,18.031,0.394,5,6,0.833
e11aa30d-f614-4cb8-b95e-2c3d3ed3d09b,62.932,0.748,15.337,0.39,6,6,1.0
4ec0bfaf-6395-403a-aea7-7fcbde490b8e,57.039,0.78,12.335,0.398,5,6,0.833
1d004bd5-db1e-40e0-904e-923ba04b9923,59.663,0.765,19.077,0.389,5,6,0.833
43bd3296-6bfa-4481-9e51-169e1687fd68,68.442,0.799,13.544,0.402,5,6,0.833
2a55966e-151c-4972-a61d-ea9947803cab,54.647,0.757,13.972,0.396,6,6,1.0
e6fb7670-86ff-49bd-91b6-4f1c9bb99084,36.644,0.41,23.634,0.327,8,6,1.333
16c05fb7-2cbe-42b0-9607-541270e9362c,41.091,0.499,19.712,0.37,5,6,0.833
d64124e8-c831-45d0-9f6d-866bcd041d42,54.712,0.751,13.735,0.395,6,6,1.0
5617cd56-4b9a-46ea-9411-d4c3f8afca8d,44.16,0.558,22.17,0.393,8,6,1.333
b87ecfaa-963c-49bd-800a-b5677000f734,55.509,0.756,13.372,0.396,6,6,1.0
767d85fc-d847-40c9-a774-cc702e26bd8b,47.908,0.68,8.363,0.384,11,6,1.833
da39173c-a806-45cc-a1a4-3e5caafc9548,59.059,0.816,10.695,0.408,3,6,0.5
17ec6e9f-38ca-4022-8513-c667c023fa5f,51.53,0.689,13.91,0.366,6,6,1.0
558f91cf-0f3f-4054-8456-4e62a8615b70,119.664,1.881,126.683,2.322,9,6,1.5
232321e3-9126-4c1a-bb78-f0f53812dc10,51.485,0.747,16.582,0.389,7,6,1.167
25a06926-a915-4879-9dd9-ccfc8107cab0,57.922,0.809,14.446,0.42,7,6,1.167
508a8f0a-5949-48a7-9998-0b02d9caf7e0,57.728,0.785,13.064,0.409,11,6,1.833
bb7c74d9-9b85-4f67-88c4-cd9a2d473d7b,31.079,0.372,16.157,0.356,5,6,0.833
a57b4cbf-8b8f-4d7f-8786-99058df61fc8,57.278,0.813,16.621,0.423,16,6,2.667
6406c2a1-9b90-4f48-918f-bf11febbca1b,62.264,0.866,24.985,0.473,7,6,1.167
04ad5867-665f-42fa-b868-f96ff0316fc5,55.987,0.787,14.216,0.405,13,6,2.167
4787cbdc-9419-4420-96ca-c4154ff9dbe2,64.023,0.775,14.623,0.395,4,6,0.667
d478e386-6309-4d72-a4f9-b7f1f4d64b5f,59.848,0.76,18.192,0.388,6,6,1.0
3c317b22-ce80-4163-8baf-ef4c69adb3ec,39.197,0.34,25.071,0.215,5,6,0.833
26103516-4048-45d6-bcd7-d5002c7db9d4,56.953,0.767,11.177,0.39,6,6,1.0
a0614ea2-0ff5-423d-aef3-e70524d9af91,55.469,0.763,13.526,0.398,6,6,1.0
1ba1efce-d63d-417d-8c81-44a3e7d07760,52.681,0.747,15.159,0.389,6,6,1.0
b7de671f-bb89-4dc8-88b8-3a826732ea23,52.572,0.748,15.304,0.389,8,6,1.333
662dfc7a-b1f9-4581-9dda-7f55d33f386b,66.699,0.76,20.481,0.394,8,6,1.333
6eec2738-1700-45d0-b871-c3e1932be555,57.324,0.819,12.683,0.41,16,6,2.667
f43c1904-c5e4-45cf-a4cc-65aa9ba70192,48.174,0.753,22.896,0.395,32,6,5.333
9b5e5702-a0df-4859-948b-a37713d8baff,57.628,0.741,13.246,0.39,5,6,0.833
f4ed5df3-4c9b-4494-97bd-18676eacfa72,57.911,0.802,10.774,0.401,4,6,0.667
4e8eb618-7549-4a93-8ca6-7dff04db4faa,72.076,0.896,39.148,0.562,6,5,1.2
81c127aa-05f9-4d01-b095-df4e24944dd8,55.406,0.751,13.195,0.391,5,6,0.833
03ba6270-fccd-4a16-9e45-1f0a40a1cce2,48.927,0.651,21.187,0.435,3,6,0.5
a795219d-1626-4304-bdbf-3c3c32ffb2f1,59.222,0.828,16.201,0.452,5,6,0.833
65920812-49d6-42e1-8358-b590ab94ce83,52.38,0.745,15.482,0.39,5,6,0.833
a2b0de97-c432-40fd-8453-7e643e490c42,55.975,0.802,13.209,0.401,6,6,1.0
8f9763c6-1e7c-42a5-81d8-96187d884915,88.902,0.853,33.531,0.441,6,6,1.0
2a24c9b5-8f26-4b39-9498-bf642ab0fc3f,62.956,0.775,15.747,0.393,5,6,0.833
f7f8ed68-103d-464e-a4a2-6f9f2819c6f0,2054.034,24.987,3991.353,48.469,7,6,1.167
d2b7c370-fdf6-40e9-90fc-c949efbc1b34,52.697,0.758,16.664,0.398,15,6,2.5
c391fef3-7c45-4812-b421-31eca3fac65d,47.533,0.589,22.582,0.338,15,6,2.5
4835f42d-e695-4020-9bf6-6853051158e4,48.638,0.633,24.751,0.484,11,6,1.833
da26ef5a-6649-40e9-a67c-1d5c6dc6dc5d,60.054,0.773,19.541,0.395,9,6,1.5
5d9e3656-f805-4d45-a330-cb1bb0c33f7e,58.264,0.809,11.283,0.404,4,6,0.667
ba305e6c-3ecd-490a-abc0-6ba66f1bd1e1,54.712,0.769,14.82,0.403,11,6,1.833
7b531419-ecc6-47e7-807b-ac69c4252ba0,63.791,0.753,13.824,0.397,6,6,1.0
cd6e0c5f-34f6-473d-93ee-ac911bfc830d,57.59,0.616,31.756,0.492,3,6,0.5
71a07971-3ee8-49b7-88c1-091025a7ea99,53.308,0.752,15.482,0.394,17,6,2.833
de28fdc1-6df7-4b17-95d9-f8d174d923fa,52.699,0.744,15.198,0.391,5,6,0.833
a95d8ff2-0c24-4c6b-a52b-9ec0a79aab19,53.332,0.681,9.076,0.371,6,6,1.0
fa3c1b82-67a3-4440-a3eb-b5cf2e2059ea,57.792,0.8,11.476,0.407,9,6,1.5
a8355758-7d19-4c63-9688-916b409d93a1,223.885,0.743,334.747,0.388,5,6,0.833
3dbe7525-8a82-430b-9a3b-b90b652fd236,57.894,0.754,11.441,0.389,5,6,0.833
9da20744-b1cd-4137-b0ed-997a6c7ada53,19.406,0.282,6.965,0.182,5,6,0.833
6678ec19-a66e-4268-9494-8e5101d2f10a,69.817,0.803,20.32,0.402,4,6,0.667
44f54a4f-d2fc-4666-8878-94b0615f2c19,62.006,0.775,16.876,0.394,8,6,1.333
56351df9-bde6-4734-ad8e-aee0a68b4b45,55.626,0.801,13.528,0.4,4,6,0.667
77209a8e-ef00-4446-a1da-c17ddbf02321,55.938,0.779,12.573,0.394,6,6,1.0
8f722150-238b-4cae-b90c-bdd151462f53,50.85,0.712,15.017,0.374,7,6,1.167
202575f9-265b-4281-8773-106914b26ddd,57.996,0.805,11.164,0.402,11,6,1.833
ad8e7779-a3a9-4159-8f03-be1f209a9ce4,62.765,0.786,17.185,0.401,5,6,0.833
8265784e-743e-4525-8d1f-e61ee0f260df,64.52,0.88,23.174,0.496,8,6,1.333
d26a7a21-f984-4f6b-8464-9812d6b39fbc,54.127,0.759,14.946,0.399,6,6,1.0
6175eaad-a4f0-4531-bb90-9a39e55e4302,55.892,0.753,12.248,0.39,4,6,0.667
1634de13-211e-43d4-9f6b-3dde84df1e0f,53.117,0.755,15.667,0.396,5,6,0.833
b3c7aa90-cecd-47ab-b158-e55862e1a033,81.614,1.012,60.794,0.72,8,6,1.333
230429ab-127d-4bd3-99bc-8edab5c552fe,56.91,0.764,11.501,0.391,6,6,1.0
5c9e59d6-5575-479b-9b46-3ef159cace13,44.159,0.554,19.217,0.35,9,6,1.5
ab334b6c-d0ac-487b-a2c9-0621246681b9,56.015,0.765,13.485,0.398,8,6,1.333
100a11ec-5514-4934-b410-c0e6b6c7958c,63.361,0.763,14.32,0.389,9,6,1.5
23d0b754-6dec-4434-ac9f-57a02804d440,60.442,0.817,9.029,0.409,4,6,0.667
42625be9-fde7-4fb1-9399-1ff6ed671077,58.13,0.793,11.806,0.401,7,6,1.167
4b55f98f-3c17-4cac-a777-738fb3c06c12,53.288,0.752,15.323,0.395,5,6,0.833
cef0ffab-26af-40f6-8672-10f0a66d3ea6,54.915,0.773,14.752,0.401,5,6,0.833
63029ccd-1b45-45f5-84d0-cbb021989441,88.704,0.752,64.069,0.393,5,6,0.833
3e60d103-36f9-4e28-83fc-115900475f69,65.104,0.781,18.141,0.423,8,6,1.333
